Customer_name,User_ID,Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Target
Df4Nw4Bb0Ca3Oj5R,4768,39.94,ATM Withdrawal,1,Tablet,mumbai,3,98,13,UPI,0
Iw4Ca0Pk2Nm7Xh7R,3185,714.08,Online Purchase,4,Tablet,bangalore,1,71,4,Credit Card,0
So6Lv2Ef0My5Du2E,1124,1562.92,Online Purchase,10,Mobile,kolkata,0,13,11,Debit Card,0
Os7Xu8Ck9Pe7As9G,3981,953.82,Bank Transfer,1,Tablet,pune,1,75,1,Net Banking,0
Li8Ih0Vy8Tv8Og1O,4463,1451.12,POS Payment,,Tablet,pune,3,47,10,Net Banking,0
Hu5Vn3Hp3Yq1Ni8A,2425,2722.49,Online Purchase,22,Mobile,mumbai,3,57,12,UPI,1
Ca2Gg8Nu4Jj6Mn5T,1479,,ATM Withdrawal,7,Mobile,Ahmedabad,0,73,5,Credit Card,0
Tr0Md9Vi9Ff6Zi6E,4472,326.09,POS Payment,14,Desktop,hydrabad,3,54,6,Debit Card,0
Pa5Uj2Hp3Ii4Qe6N,3617,4279.42,Bank Transfer,16,Desktop,kolkata,0,21,13,Debit Card,0
Qh7Uv5Ew5Tn1Ix6V,2385,2613.99,POS Payment,6,Mobile,kolkata,4,3,12,Net Banking,0
Ht9Pe7Yx4Ew5Vm2L,3113,4677.98,Online Purchase,5,Mobile,bangalore,2,81,11,Credit Card,0
Vz5Yk6Ik3Mf8Mz6K,4499,21.36,POS Payment,2,Desktop,hydrabad,2,110,3,Net Banking,0
Ju5Tl2Dp5Ao8Es5C,3899,5.76,Online Purchase,3,Desktop,mumbai,0,82,14,Net Banking,0
Iv1Pf5Sy0Lj8Jn2H,4785,3699.29,POS Payment,5,Mobile,kolkata,2,116,9,,0
Id6Gz5Ii7Bn8Zm3J,4592,,POS Payment,16,Mobile,mumbai,2,54,7,Debit Card,0
Uz0Cp3Rt4Ju6Yp2B,1431,4569.42,Bank Transfer,17,Mobile,delhi,0,3,6,UPI,0
Dp2Ah0Bn0Ct6Sd8U,2958,3933.99,Bank Transfer,0,Desktop,,4,83,12,Debit Card,0
We4Ja5Te8Aq8Ky5F,4176,2522.29,Bill Payment,,Mobile,pune,3,73,12,UPI,0
Xo8An0Fe3Bz3Iu1M,2112,,POS Payment,3,Tablet,Ahmedabad,4,62,13,Debit Card,0
Et9Rz8In0Ws7Bm5D,1600,4056.85,Bank Transfer,21,Tablet,chennai,1,85,7,UPI,0
Ut6Gy1Bz8Ad3Jr7A,1855,4019.51,Bank Transfer,7,Mobile,chennai,0,63,1,Debit Card,0
Qc8Nf7Ju5Qd5Xd3D,3053,1388.34,ATM Withdrawal,8,Tablet,mumbai,3,89,1,UPI,0
Lq0Pp6Ea3Vu8Oo0I,1157,3374.81,ATM Withdrawal,,Tablet,Ahmedabad,0,13,2,Credit Card,0
Ku2Rn0Cc8Ij1Lq8Y,4450,3217.8,Online Purchase,12,Tablet,kolkata,1,43,4,Credit Card,0
Fs2Uh8Ew2Hu8Jh8X,3377,4281.14,Online Purchase,0,Mobile,Ahmedabad,1,98,11,UPI,0
Yd4Hv4Uu6Gd7Er9L,2126,4343.55,POS Payment,19,Desktop,hydrabad,4,81,10,Net Banking,0
Hu4Ae1Vp0Ax1Ls6D,1222,1345.06,Bank Transfer,10,Desktop,mumbai,2,98,1,Net Banking,0
Qw0Nn1Eb8Gh2Ds1V,3449,4399.31,ATM Withdrawal,21,Tablet,chennai,1,17,12,,0
Uy3Wj1Bc0Jg7Ln7G,2706,4623.23,Bill Payment,22,Tablet,pune,4,62,10,Net Banking,0
Fh2Zm2Gi0Id2Kq6S,1544,552.64,Online Purchase,20,Mobile,hydrabad,3,32,3,,0
Ah9Mc4Yl0Fq4Bk0M,3556,2870.86,Bill Payment,18,Tablet,bangalore,1,32,11,Credit Card,0
Oi3Fx5Ul6Du8Wb5A,4764,2185.14,Bill Payment,1,Desktop,chennai,2,25,14,UPI,0
Mh7It2Yj6Ai5Cv2A,3231,2012.91,Bill Payment,10,Mobile,delhi,4,11,4,Net Banking,0
Nq9Pr8Af8Ie6Vw3O,3962,3525.62,Bill Payment,21,Tablet,pune,2,85,9,Net Banking,0
Qy9Pc0Lx4Fx6Um1I,4158,652.19,Online Purchase,16,Desktop,kolkata,4,94,7,UPI,0
Ox0Kh1Mj9Nq8Te1G,3628,4100.63,Bill Payment,4,Desktop,pune,3,83,8,UPI,0
Lr4Uy6Yt3Uj4Nd1F,4451,137.86,Bill Payment,9,Desktop,Ahmedabad,4,1,1,Net Banking,0
Tq5Sc1De0Xe8Eo8S,1537,2893.61,Online Purchase,,Tablet,bangalore,2,90,4,UPI,0
So5El4Zu4Np6Ej8D,2436,1130.67,Online Purchase,16,Mobile,bangalore,1,19,2,Debit Card,0
Mt2Qr1Yy6En2Nw4R,4991,3339.01,Online Purchase,15,Mobile,kolkata,2,90,14,UPI,1
Mm9Yp6It8Gi1De9R,3565,2629.53,Bill Payment,,Mobile,mumbai,1,65,14,Net Banking,0
Aw5Cw5Mv7Wj1Pd1B,3815,4998.76,POS Payment,22,Tablet,,4,65,12,Net Banking,0
Nk4Wj7Xw4Bu0Vg0R,4765,4312.3,ATM Withdrawal,20,Tablet,mumbai,3,74,12,Credit Card,0
Xr7Mc3Tq6Dh5Fo1A,3342,1686.48,ATM Withdrawal,1,Mobile,mumbai,4,80,3,UPI,0
We1Hl4Vv0Rh4Gn7J,4062,2644.77,Bill Payment,14,Desktop,chennai,3,26,8,Net Banking,0
Cg8Ds7Th8Hr6Lz2R,1259,1592.47,Bill Payment,3,Desktop,pune,3,103,12,UPI,0
Bk6Aq9Ld6Ww2Yw8V,4455,3645.32,Bank Transfer,0,Desktop,bangalore,3,71,1,,0
Oj1Cf8Pm1Cv1Hh9D,1825,2114.95,Bill Payment,8,Desktop,chennai,1,6,6,Net Banking,0
Ks7Qo4Lo5Nl6Oj4A,4375,581.61,Bank Transfer,16,Tablet,bangalore,0,7,10,Credit Card,0
Cu6Uf8Xi9Xj8Xl6H,1315,3305.72,ATM Withdrawal,0,,delhi,2,69,2,Credit Card,0
Ns0Md7Rs9En2Bc0F,1745,60.27,ATM Withdrawal,11,Desktop,hydrabad,4,90,11,UPI,0
Iq7Os0Os6Hr3Qw3E,4865,1489.96,POS Payment,,,Ahmedabad,2,75,12,UPI,0
Yi1Yb2Er0Sv2Nx0O,1718,4536.18,POS Payment,,Mobile,mumbai,0,63,8,Debit Card,0
Un7Ix3Nf8Ip8Hm7J,2100,475.4,ATM Withdrawal,12,Tablet,chennai,1,18,2,Debit Card,0
Ka4Ag2Ph6Ew3Tk1N,3727,2524.61,ATM Withdrawal,0,Mobile,chennai,2,78,5,Debit Card,0
Zo4Td6Gd7Ge9Te1Q,3901,3976.47,ATM Withdrawal,7,Mobile,kolkata,0,29,2,Credit Card,0
Rq1Kw8Vq5Qa1Tc8C,4450,4522.99,Online Purchase,11,Mobile,mumbai,3,68,3,Net Banking,0
Mw6Zn8Wl6Ds3Cw2D,1460,2801.39,Online Purchase,21,Tablet,Ahmedabad,3,99,2,Credit Card,0
Ue6Jc9Ie8Oa3Xb8S,4127,770.14,POS Payment,9,Desktop,pune,3,57,13,,0
Cr9Xm3Or4Dj6Kf0R,3854,4704.58,Online Purchase,15,Tablet,bangalore,0,32,6,Net Banking,0
Th5Tl5Ey4La8Ek7D,2104,3747.55,ATM Withdrawal,5,Tablet,Ahmedabad,1,80,13,UPI,0
Rb2Pq6Fh8Tt9Tk5H,2702,1981.37,Bank Transfer,16,Mobile,pune,0,59,2,Credit Card,0
Hs6Cz3Ll1Qf5Fx6Z,4247,1388.52,Bill Payment,7,Tablet,bangalore,0,66,7,Net Banking,0
Ez3Tc7Dc2Ww1Ei0X,3840,243.34,Online Purchase,23,Desktop,mumbai,1,62,6,Debit Card,0
Eu3Xi2Fn1Wq9Vs1C,3977,961.2,Online Purchase,11,Tablet,delhi,3,61,2,Debit Card,0
Rs6Xq6Mx9We8Eh1R,2406,49997.8,ATM Withdrawal,18,Mobile,chennai,3,88,8,UPI,0
Wh5Qk5Jg7Tp3Tl0Y,3196,547.6,ATM Withdrawal,19,Desktop,chennai,2,35,12,Credit Card,0
Oy0Tc3Ga8Bm8Gv3T,3815,651.42,ATM Withdrawal,20,Desktop,pune,3,77,10,UPI,0
Ag5Tv6Ld4Dx3Ie1A,4352,983.68,ATM Withdrawal,12,Tablet,delhi,3,37,7,Debit Card,1
Ag5Cb4Dr5Bl4Rh8U,3392,,Bill Payment,0,Desktop,delhi,4,82,7,Credit Card,0
Ov7Jx0Vn6Yv2Em5M,2813,,Bill Payment,,Tablet,hydrabad,1,53,9,Debit Card,0
Vo2Cf7Xd3Vp7Dt5P,2814,,Online Purchase,23,Tablet,kolkata,1,92,13,Debit Card,0
Yk0Pj8Ah9Ch1Tf2V,4480,1291.99,Bill Payment,3,Mobile,chennai,1,77,8,Net Banking,0
Ht0Hd7Lh6Bh7Uu8I,2741,4597.84,Online Purchase,21,Unknown Device,Ahmedabad,0,31,3,Credit Card,0
Rz1Vd2Ns0Au7Ht0J,1973,,POS Payment,21,Tablet,chennai,2,33,9,UPI,0
Nt9Id3Ib6Ye1Gt3I,1921,3775.24,Bank Transfer,9,Desktop,bangalore,4,30,13,Credit Card,0
Nw7Mx5Fj0St2Bn4W,1029,42.15,ATM Withdrawal,11,Desktop,delhi,2,25,12,Invalid Method,0
Wu0Qr4Qs6Iv8Vd2W,3777,1203.9,Bank Transfer,17,Tablet,Ahmedabad,4,106,8,Debit Card,1
Fl2Gp4Qd1Sl5Yr2L,4493,1340.33,Bill Payment,20,Unknown Device,delhi,4,111,1,Debit Card,0
Lt5Vi3Xy0Jk4Xc3M,1981,2716.06,Online Purchase,3,Mobile,bangalore,2,9,7,UPI,0
Pe4Hk5Qv2Zf9Lg2D,1230,796.18,Bill Payment,2,Tablet,Ahmedabad,1,54,14,Credit Card,0
Jc9Dh7Ud0Gs7Ba1S,4430,390.69,Online Purchase,1,Tablet,,1,17,6,Credit Card,0
Mq2Lq3Ji9Ms3Lb2X,2185,885.91,Online Purchase,3,Mobile,Ahmedabad,1,65,1,UPI,0
Qx9Wr6Aw2De9Bt4S,3776,1640.12,ATM Withdrawal,3,Mobile,,2,83,1,UPI,0
Il1Jy7Na2Pc9Zi8H,2251,250.8,Online Purchase,7,Mobile,pune,4,39,13,UPI,0
Qa5Jn7Ia5Wx5Kp6D,4916,980.84,ATM Withdrawal,9,Desktop,delhi,1,41,11,UPI,0
Zy5Hp5Go8Yr6Xd4A,2244,841.76,ATM Withdrawal,22,Tablet,chennai,2,60,11,UPI,0
Ub9Xe2Kf1Nw9Bh5G,3793,3862.93,Bill Payment,0,Unknown Device,pune,3,77,5,Net Banking,0
Be1Jk0Kg3Rm4Ca5C,2096,852.02,POS Payment,21,Tablet,kolkata,0,16,7,UPI,0
Cw9Wx9Mn1Po3Rn8N,1398,3958.74,Bank Transfer,23,Desktop,bangalore,4,4,6,UPI,0
Pp7Zi2Nh7Xt2Fq3V,1094,2543.37,ATM Withdrawal,19,Tablet,delhi,0,8,11,Net Banking,0
Nh3Zh9Si5Nl5Km1E,2963,3790.48,ATM Withdrawal,15,Mobile,delhi,3,85,2,UPI,0
Bm5Iw6Ap9Ik1As9U,1474,2254.53,Bill Payment,4,Mobile,mumbai,4,86,12,Debit Card,0
Ff8Ae0Xc4Fi7Pl8K,4166,4505.77,ATM Withdrawal,11,Tablet,hydrabad,2,29,2,Debit Card,0
Kg9Tq8Py5Up1Cv0W,2929,1386.21,Bank Transfer,12,Tablet,delhi,4,118,7,Debit Card,0
Ku0Ud6Ya6Zq6Bo3U,2778,3835.2,Bill Payment,5,Desktop,kolkata,1,113,9,UPI,0
Hu2Fc6Kr2Om7Zp5P,4956,821.28,Bank Transfer,14,Desktop,chennai,0,82,1,Net Banking,0
Zb3Pv2Qs4In2Ou9P,4876,4413.81,Online Purchase,2,Mobile,Ahmedabad,4,44,7,UPI,0
Cc4Ds8Ub5Gr1Eh7P,1774,147.06,Bill Payment,2,Mobile,hydrabad,2,43,2,UPI,0
Lp4Wc1Fd3Rf1Jz6H,2147,2289.89,Bank Transfer,,Mobile,pune,1,34,3,Debit Card,0
Tk8Yd3Sd3Uv8Hc3B,3847,2109.19,POS Payment,14,Mobile,delhi,0,21,1,Net Banking,0
Ro4Km4Rp4Gk4Mt5N,2523,3120.83,Bank Transfer,18,Tablet,hydrabad,3,4,1,UPI,0
Jf1Rl6Ld6Pp8Wg7U,4850,2207.46,Bill Payment,1,Desktop,bangalore,2,25,14,,0
Zc7Sg6Oe0Fs7Ks5Z,3991,2946.95,POS Payment,22,Mobile,pune,0,61,7,,0
Nj4Xx7Am4Rv9Fu9E,4070,4309.21,POS Payment,16,Desktop,pune,0,72,1,Debit Card,0
Gf9Ci2Lf3Di9Uq5E,1620,714.43,Bill Payment,21,Mobile,chennai,0,112,5,UPI,0
Lw9Br1Gi5An2Yb4B,3907,,Bank Transfer,21,Mobile,Ahmedabad,1,14,11,UPI,0
Vw1Ki9Me6Iu9Xo9Q,1963,4015.09,ATM Withdrawal,10,Tablet,kolkata,3,116,11,Net Banking,0
Vw6Hz8Ig6Sb4Gt3F,4119,1144.18,ATM Withdrawal,10,Tablet,hydrabad,2,70,9,Debit Card,0
Qe9Yz5Bs0Kc4Jm1R,3860,4528.74,Bank Transfer,13,Tablet,mumbai,2,117,8,Debit Card,0
Am1Dm0Lp0Df6Bw6V,3142,2706.35,Bill Payment,9,Tablet,delhi,2,53,2,,0
Rr8Db7Kz7Me3Em2N,2500,413.91,POS Payment,5,Desktop,delhi,3,42,9,Debit Card,0
Hb8Hz6Wt8Wc7Kz3B,3080,108.2,Online Purchase,21,Mobile,pune,0,59,14,UPI,1
Gz8Hh2Rh7Gx7Mm5N,4189,3815.71,POS Payment,4,Mobile,kolkata,0,110,2,Debit Card,0
Zv6Ui7Nf9Db3La9P,4715,4282.47,Online Purchase,7,Tablet,kolkata,1,71,9,Debit Card,0
Ju3Av7Ec3Sy9Ly9X,4322,1203.12,Bank Transfer,4,Tablet,delhi,0,84,12,,0
Bs3Vj6Xi4Qd6Bt7P,2326,1207.7,Online Purchase,0,Tablet,delhi,2,61,8,Net Banking,0
Rk5Nx4Pi2Om7Eq0B,1121,4770.74,Bill Payment,0,Tablet,hydrabad,1,45,12,Invalid Method,0
Ch4Fd3Fw1Pg9Sx0G,1217,3282.65,Bill Payment,21,Mobile,kolkata,2,20,8,Net Banking,1
Rg6Qt7Kf0Fz5Be9R,2076,842.23,POS Payment,16,Tablet,,0,3,10,UPI,0
Tu0Un9Vs4Ho8Nz9X,4197,2245.69,Bill Payment,1,Desktop,mumbai,1,97,3,Debit Card,1
Qr3Fe7Oy9Cg7Qi7M,2182,4552.63,ATM Withdrawal,13,Mobile,pune,4,57,8,Debit Card,0
Qx8Zd0Vz7Yb9Hp5X,2694,3107.77,POS Payment,19,Desktop,delhi,3,36,12,Debit Card,1
Lp7Wi1In7Gi8Ya6T,1794,2040.31,POS Payment,4,Mobile,delhi,4,45,14,Net Banking,0
Xv7Al8He2Uv2Kq8S,2624,759.41,ATM Withdrawal,6,Tablet,chennai,1,82,11,UPI,0
So9Tw0Ta3Gn9Wa4E,1175,3631.38,ATM Withdrawal,11,Tablet,mumbai,1,81,10,Debit Card,0
Cn5Ew3Ey8Mk7Ea0N,1291,,Bank Transfer,14,Tablet,mumbai,3,108,12,Net Banking,0
Kk7Bz8Jq9Ym6Gz6G,4230,2831.72,Bank Transfer,14,,bangalore,2,96,12,Debit Card,0
Nw6Yb5Ob4Wb0Af1Q,1490,3002.7,Bank Transfer,22,Mobile,Ahmedabad,1,14,3,Credit Card,0
Rv3Ci3Us9Ch9Rd3A,3808,2779.47,Online Purchase,,,Ahmedabad,4,26,9,Debit Card,0
Xy7Ns2Ih1Ba1Hs6F,4428,1236.23,POS Payment,8,Tablet,,3,39,9,Debit Card,0
Rv2Hj6Rs4Pd2Vc3L,1633,3542.83,Bill Payment,6,Tablet,pune,0,21,13,Debit Card,0
Mr2Ge5Rx1Kp1Zx8S,2260,2832.42,POS Payment,6,Mobile,mumbai,0,75,6,Net Banking,0
Pm6Ms6Zt4Bv3Bi5A,4499,2021.4,ATM Withdrawal,12,Desktop,chennai,0,71,1,Debit Card,0
Te3Jp0Cf7Zc5Ei4S,3172,265.39,Bill Payment,13,Desktop,hydrabad,3,10,13,Credit Card,0
Kg7Ma1Dh4Ew0Sz6A,4386,1659.66,Online Purchase,0,Tablet,chennai,1,59,10,Debit Card,0
Eu9In9Jy4Kz0Uw8T,4350,1765.48,Bill Payment,6,Tablet,delhi,0,62,5,UPI,0
Li5Lh3Kp1Ss9Au1A,2890,3956.86,Bill Payment,6,Mobile,kolkata,3,50,9,Net Banking,0
Vi0Po2Fd6Ns4Kv5I,4907,,Bill Payment,8,Unknown Device,chennai,0,16,4,UPI,0
Ht5Xz2Di3Te0Fj1J,1603,4660.93,POS Payment,23,Tablet,hydrabad,1,82,3,Debit Card,0
Ve1Yn2Hl2Jr9Xv0Q,3985,3754.9,POS Payment,10,Tablet,bangalore,1,35,7,UPI,0
Sd0Mh7Qy6Dm6Rl3W,2128,2692.33,Bank Transfer,11,Tablet,bangalore,3,69,3,Debit Card,0
Lf1Vn2Ze0Uv4Gk7K,2065,848.58,Bill Payment,20,Mobile,Ahmedabad,1,41,4,Net Banking,0
At6Il8Kf9Mp7Xv9A,4468,1109.06,POS Payment,22,Tablet,kolkata,3,25,4,Debit Card,0
Qa9Kw8Jk5Bz2Qy2X,2664,804.6,Online Purchase,19,Desktop,delhi,3,92,2,UPI,0
Rw8Xf2Ku0Nl4Yd4H,2483,2217.04,POS Payment,5,Tablet,Ahmedabad,2,3,2,UPI,0
Ob7Lu4Dn8Sj0Es8A,1490,3614.01,ATM Withdrawal,17,Desktop,mumbai,0,46,2,Credit Card,0
Uw9Hl4Ah3Fk8Xx2N,1564,3797.83,Bill Payment,16,Tablet,hydrabad,4,64,8,Credit Card,0
Lo7Xi8Um5Vr7Im0U,1167,485.28,Bank Transfer,15,Tablet,Ahmedabad,4,44,7,Debit Card,0
Kc2Yd6Et4Ll7Nt9I,4673,2482.07,Bill Payment,13,Mobile,mumbai,2,99,9,Net Banking,0
Os3Lh5Xk6Gu8Br5X,1758,2409.8,ATM Withdrawal,4,Desktop,mumbai,2,21,14,Debit Card,0
Io7Xk1Xs3Ea4Py8W,2197,2197.24,ATM Withdrawal,13,Mobile,pune,4,17,3,Credit Card,0
Xk7Pf3Ox9Gj8Pl3J,4443,1509.57,POS Payment,19,Desktop,pune,1,84,10,UPI,0
Rs8Td3On9Hi4Kh2R,4670,,ATM Withdrawal,,Desktop,bangalore,4,91,3,Credit Card,0
Tg9Uh4Jb3Pp2Ar3U,2904,,Bill Payment,17,Desktop,chennai,2,31,8,Debit Card,0
Vt0Of8Kx5Qu7Kl0Z,2173,3000.48,Online Purchase,10,Desktop,bangalore,3,110,13,UPI,0
Ao0Va6Bu7Pv6Fc7O,3296,1889.94,Bank Transfer,,Tablet,hydrabad,1,70,3,Net Banking,0
Dy9Sa2Fs3Wo9De1M,2650,4725.78,Online Purchase,18,Tablet,kolkata,1,47,14,Debit Card,0
Gx7Sz7Dx1Xk2Wz3I,1179,1697.5,Online Purchase,3,Tablet,hydrabad,0,107,5,Debit Card,0
Sv3Ma5Ds4Nx0Mz6V,4191,4475.78,ATM Withdrawal,18,Mobile,bangalore,2,90,5,Debit Card,0
Kz1Lp3Ul4Zj5Gm5K,1027,4007.26,POS Payment,11,Desktop,pune,4,88,12,Debit Card,0
Bo8Tk0Qb4Hp7Ff9G,2844,2329.03,Online Purchase,6,Mobile,kolkata,3,77,9,Net Banking,0
Id7Zq1Nx9Wg2Wt4Q,3164,2484.08,ATM Withdrawal,3,Tablet,chennai,0,25,6,Debit Card,0
Dw1Bt8Ku8Im6Vq1H,3750,4349.96,Online Purchase,5,Mobile,mumbai,0,29,8,Credit Card,0
Gi1Gp4Hi7Wy1Mh5M,3704,2466.16,Online Purchase,,Unknown Device,hydrabad,2,108,14,Net Banking,0
Jn7Hs6Ar1Un9Ri3M,3879,3398.5,Bill Payment,16,Mobile,chennai,4,103,14,Debit Card,1
Hw7Dh4Ef7Rv5Dx9Z,1261,4047.47,Bill Payment,13,Tablet,bangalore,3,13,6,Debit Card,0
At2Sn9Fd2Ip7Ab3G,4725,4539.87,Bill Payment,1,Tablet,delhi,1,21,7,Net Banking,1
Zb4Fq5Tf0Bk8Nx6Z,3673,1094.73,Online Purchase,11,Tablet,,4,76,6,Net Banking,0
Eu4Sk8Ru1Jn7Pl0I,4967,4876.95,POS Payment,22,Tablet,hydrabad,1,39,1,Credit Card,0
Zx6Xa2Ic8Aq7Du0N,3832,4826.84,Bank Transfer,10,Desktop,mumbai,3,20,5,Net Banking,0
Bf8Re2Eu2Wg9Dn2D,4109,1490.29,ATM Withdrawal,15,Desktop,Ahmedabad,1,119,7,,0
Vh7Iw3Vy4Us0Qs4J,1196,,POS Payment,0,,Ahmedabad,2,113,4,,0
Ri3Az5Zj1Wz0Mi6S,4596,239.36,Bank Transfer,1,Desktop,bangalore,1,77,5,UPI,0
Ac0Bv6Wk4Aj4Px8Z,4695,843.3,POS Payment,23,Desktop,mumbai,0,34,7,Credit Card,0
Xo7Vw2Rm1Ga8Qc8T,2460,2921.17,Bank Transfer,15,,,1,118,6,Net Banking,0
Ny8Nr3Wd3St8Vt1P,4720,3252.28,Bill Payment,22,Desktop,bangalore,3,81,5,,0
Lu5Mw8Ru5Tw9Jp9T,3731,2675.34,ATM Withdrawal,2,Mobile,hydrabad,2,71,1,Debit Card,0
Pa7Sw3Cq2Nt6Ob7G,2662,3525.09,POS Payment,7,Desktop,bangalore,2,48,3,UPI,0
Og6Ps2Sb1Pu6Cr1Z,3921,3965.49,POS Payment,7,Mobile,kolkata,4,45,10,Credit Card,0
Ar4Zm3Gr4Vd2De3P,2433,846.45,Bank Transfer,12,Mobile,,3,47,8,Credit Card,0
Ev3Vd0Xm6Pt8Ul5O,1332,3299.79,ATM Withdrawal,8,Desktop,chennai,1,98,7,UPI,0
Mx9Jv8Yo6Oy6Qm9L,4602,2815.18,Online Purchase,4,Mobile,chennai,0,58,6,Net Banking,0
Ub8Sp6Kv8Pl2Xk6O,4536,592.34,Bank Transfer,,Mobile,delhi,2,67,10,Debit Card,0
Nt4En0Ci6An2Hk3Q,3767,1146.88,Bank Transfer,0,Tablet,mumbai,3,13,11,UPI,0
Ws3Nv3Id5Zm7Hk1W,2181,2101.25,POS Payment,15,Mobile,bangalore,1,55,1,Net Banking,0
Nd7De3Su7Tn9Ss2A,4231,4319.47,Bank Transfer,18,Desktop,mumbai,0,20,10,UPI,0
Fo0Cm4Rm5Nh8Rr6D,4405,1089.04,Bill Payment,13,Mobile,delhi,4,16,1,Credit Card,0
Rx3Og9Gk9Ij7Jm0J,2775,918.7,ATM Withdrawal,17,Mobile,kolkata,4,60,1,Debit Card,0
Yq3Kq4Sg0Ce9Oa5Z,4447,3606.15,Bank Transfer,23,Desktop,kolkata,3,102,14,,0
Uu1Mj6Wy8Df1Vx3Z,1078,4879.09,Bank Transfer,20,Desktop,Ahmedabad,1,88,2,UPI,0
Ic4Do9Rc3Rs7Sp3H,2867,2239.41,Bill Payment,8,Tablet,chennai,2,29,7,Debit Card,0
Pv4Sb2Yz4Fc7Gq8K,2892,1753.94,Bank Transfer,5,Tablet,bangalore,4,6,3,Invalid Method,0
Pf0Jp4Mn6Ef3Hx5C,4914,1273.43,Bill Payment,20,Desktop,chennai,1,5,4,Credit Card,0
Yg7Fe7Ky2Sj4Eq2E,1196,253.46,Bank Transfer,4,Desktop,hydrabad,3,111,4,Debit Card,0
Rc0Eu8Pi2Xj3Oz8B,4191,896.18,POS Payment,15,Tablet,chennai,4,7,10,UPI,0
Ki0Ib7Aa1Nh2Yg1Q,2783,471.61,Bank Transfer,,Mobile,Ahmedabad,4,69,5,Net Banking,0
Lw8Xr2Ha5Ji4Ab7Z,4722,2473.04,POS Payment,16,Desktop,chennai,0,66,4,Credit Card,0
Rf8Vi8Kg6Ty9Kp1Q,1225,4891.1,Bill Payment,4,Tablet,chennai,0,30,11,Debit Card,0
Fa1Zv4Gr5Qg4Yu0G,3642,3938.08,Bank Transfer,19,Mobile,Ahmedabad,0,29,7,Credit Card,0
Ol3Dj0Ca0Dn8Qr1N,4481,3010.44,ATM Withdrawal,20,Tablet,pune,3,70,1,UPI,0
Uz6Lt8Ce0Wu4Al1B,2561,2435.76,Bank Transfer,17,Mobile,pune,3,114,5,Debit Card,0
Rk8Bg6In0Ji5Av0I,4711,3087.82,POS Payment,20,Tablet,Ahmedabad,4,117,1,Debit Card,0
Fl5Za6Rt2Dg4Bf9F,3960,1883.25,Bank Transfer,9,Mobile,kolkata,4,38,13,Credit Card,0
Ij8Tn2Oo4Kt1Na5X,1734,896.03,Bank Transfer,5,Desktop,pune,4,119,10,Credit Card,0
Sc3Aa8Fq9Zt6Fj1O,2362,2950.92,POS Payment,11,Desktop,bangalore,2,95,7,,0
Sp0Vo0Zb2Sf3Zm9K,2579,2642.88,Online Purchase,4,Desktop,kolkata,0,75,1,Debit Card,0
Si5Hu9Hx6Kr4Eh7F,2619,4722.96,Bank Transfer,22,Desktop,hydrabad,4,3,9,Net Banking,0
Ek5Jn8Nt6Af6Tt2H,3042,3250.92,ATM Withdrawal,17,Mobile,Ahmedabad,3,91,1,Net Banking,0
Mz6Me9Xi7Bk8Kd6Q,3966,3868.29,Bank Transfer,12,Unknown Device,,1,40,13,Debit Card,0
Pr2Cc7Qd4Zj0Af8I,3584,468.05,Bill Payment,13,Mobile,pune,1,72,10,Net Banking,0
Pt5An1Ph6Hk3Wq5J,1219,3805.88,Online Purchase,20,Mobile,kolkata,2,85,12,Net Banking,0
Nh2Yo9Fd1Pj8Ai5B,3340,4914.33,ATM Withdrawal,19,Tablet,Ahmedabad,2,81,11,Net Banking,0
Pw8Lj9Qk4Vi0Ij9Q,2227,3289.19,Bill Payment,21,Tablet,chennai,0,78,13,Net Banking,0
Ib2Ux7Pr6Zh8Lq0T,4951,3711.71,ATM Withdrawal,4,Tablet,chennai,3,86,12,Net Banking,0
In2At0Ga2Ri1Kd8B,2728,4897.71,Online Purchase,4,Desktop,,1,60,9,UPI,0
Hu5Wf3Kq9Gh6Om7A,4585,1959.42,Online Purchase,2,Desktop,Ahmedabad,4,11,13,UPI,0
Cd8Qt7Lu2Zv3Jc0X,1201,4121.77,ATM Withdrawal,21,Mobile,chennai,0,26,8,Net Banking,0
Cv1Rn4Yo4Nl4Cj8Q,2889,2001.46,ATM Withdrawal,7,Desktop,kolkata,3,54,10,Credit Card,0
Kj2Xr2Sq0Cu6Lo8B,3079,2132.46,POS Payment,2,Desktop,kolkata,1,117,6,Credit Card,0
Mj8Wa2Rb4Hg7Ya3H,4160,3292.92,Bill Payment,10,Unknown Device,delhi,1,79,14,Net Banking,0
Gh9Cq6Jh3Ep3Ve1B,4273,1285.81,ATM Withdrawal,0,Mobile,chennai,3,39,11,Credit Card,0
Ob0Bk2Wo2Uf1Uv5V,2713,4963.95,Bill Payment,1,Tablet,pune,3,46,2,Credit Card,0
Qv0Ef1Qc5Nw2Cj2D,4776,1649.51,Online Purchase,4,Desktop,delhi,0,102,2,Debit Card,0
Jd3Mh4Hn6Cu9Ji2Z,4743,618.64,Online Purchase,12,Desktop,kolkata,3,84,12,,0
Au1Rj3Si5Nc6Ce9N,4364,1616.16,ATM Withdrawal,14,Mobile,Ahmedabad,2,45,2,Credit Card,0
